name,taxid,ERR14789363,ERR14789354,ERR14789359,ERR14789366,ERR14789356,ERR14789361,ERR14789364,ERR14789353,ERR14789350,ERR14789367,ERR14789362,ERR14789355,ERR14789358,ERR14789365,ERR14789357,ERR14789360,ERR14789266,ERR14789263,ERR14789272,ERR14789259,ERR14789269,ERR14789264,ERR14789261,ERR14789270,ERR14789262,ERR14789273,ERR14789267,ERR14789260,ERR14789271,ERR14789268,ERR14789265,ERR14789310,ERR14789309,ERR14789315,ERR14789318,ERR14789312,ERR14789320,ERR14789317,ERR14789308,ERR14789314,ERR14789319,ERR14789311,ERR14789321,ERR14789316,ERR14789307,ERR14789313,ERR14789380,ERR14789372,ERR14789377,ERR14789382,ERR14789370,ERR14789375,ERR14789369,ERR14789378,ERR14789376,ERR14789381,ERR14789373,ERR14789374,ERR14789368,ERR14789379,ERR14789371,ERR14789288,ERR14789294,ERR14789285,ERR14789291,ERR14789296,ERR14789287,ERR14789282,ERR14789293,ERR14789290,ERR14789289,ERR14789295,ERR14789284,ERR14789283,ERR14789292,ERR14789297,ERR14789286,ERR14789183,ERR14789186,ERR14789179,ERR14789190,ERR14789176,ERR14789189,ERR14789184,ERR14789175,ERR14789178,ERR14789187,ERR14789182,ERR14789188,ERR14789177,ERR14789185,ERR14789336,ERR14789348,ERR14789345,ERR14789340,ERR14789334,ERR14789347,ERR14789339,ERR14789342,ERR14789341,ERR14789337,ERR14789344,ERR14789343,ERR14789335,ERR14789346,ERR14789338,ERR14789327,ERR14789322,ERR14789333,ERR14789328,ERR14789325,ERR14789331,ERR14789323,ERR14789332,ERR14789326,ERR14789330,ERR14789329,ERR14789324
              Rosemountvirus,2733127,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Saclayvirus,2733128,,,,,,,,0.04,,,,,,,,,,,0.43,0.33,0.22,0.22,1.16,0.26,0.17,,,0.21,,0.14,,,,,,,,,,,,,,,,,0.27,0.78,,0.41,0.52,,0.3,,,0.67,0.39,0.26,0.33,1.47,,,,,,,,,,0.12,,0.16,0.27,,0.05,0.08,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,
              Schmittlotzvirus,2733132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Taranisvirus,2733134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Toutatisvirus,2733138,,0.06,,,,,,,,,0.14,,,,,,,,0.2,0.25,,,0.17,,0.31,0.26,,0.1,,0.18,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,0.06,0.08,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,0.11,,,,
                Wifcevirus,2733141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Ryyoungvirus,2733147,0.13,0.05,0.24,0.18,,,,,,0.18,0.29,,0.23,,0.24,0.06,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Shizishanvirus,2733148,,,,,,,,,,,,,,,,,,,10.4,,,,,,,2.22,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37,,,,,,,,0.1,,,,22.61,
              Sortsnevirus,2733150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Xuquatrovirus,2733151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.11,,,,,4.13,,,0.22,0.15,,,0.02,,0.18,,,,0.07,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,
                Bertelyvirus,2733152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,0.08,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Poindextervirus,2733154,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lenusvirus,2733160,,,,,,,,,,,,,,,,,,,0.11,0.11,,0.19,0.09,,0.08,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lidleunavirus,2733161,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Apricotvirus,2733166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,
              Armstrongvirus,2733167,,,,,,,,,,,,,,,,,,,0.2,0.17,,0.51,0.11,,0.2,0.31,,,,,,,,,,,,,,,,,,,,,0.6,0.27,,0.41,0.34,,0.64,0.56,0.67,0.55,,,0.3,0.42,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Bridgettevirus,2733170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Feofaniavirus,2733174,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,0.89,,,,7.02,,,,,,,,,,,,,,
              Goodmanvirus,2733179,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Kilunavirus,2733183,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Krampusvirus,2733184,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,1.2,,,,,,,,,0.15,,,,,0.05,,,,
              Lanavirus,2733185,,,,,,,,,,,,,,,,,,,0.32,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,
              Lentavirus,2733186,,,,,,,,,,,,,,,,,,,,,,0.23,0.14,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lughvirus,2733190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Maxrubnervirus,2733193,0.13,0.05,,,,,0.4,0.05,,,,,,,,,,,0.23,0.09,,0.15,0.16,0.19,0.72,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,0.28,,,,,,,,3.31,,,,,0.16,,,,,
                  Mementomorivirus,2733194,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Metamorphoovirus,2733195,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,0.08,,,0.02,0.19,,0.02,0.06,,0.09,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,
              Neferthenavirus,2733198,,,,,,,,0.03,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Oengusvirus,2733199,,,,,,,,,,,,,,,,,,,,0.07,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.67,,,,,0.09,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Oneupvirus,2733200,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Quhwahvirus,2733202,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Rogerhendrixvirus,2733204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
              Sashavirus,2733210,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Schubertvirus,2733212,,,,,,,,,,,,,,,,,0.26,,0.13,0.39,,0.25,0.11,0.26,0.2,,,0.2,,0.15,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Seussvirus,2733213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Squashvirus,2733215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,
                  Blattambidensovirus,2733224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,0.25,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.08,0.09,,,,
                  Pefuambidensovirus,2733227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,0.25,0.4,0.43,0.19,0.24,,21.21,3.05,0.22,0.52,0.35,0.42,1.1,0.1,0.29,0.46,0.1,0.14,,,,,0.22,,,0.18,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Protoambidensovirus,2733228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,0.18,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Chaphamaparvovirus,2733231,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Hepanhamaparvovirus,2733232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                    Betanucleorhabdovirus,2733248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,
                  Fadolivirus,2763561,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,
                Kujavirus,2841277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Adahmuvirus,2842361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,0.2,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Alehxovirus,2842364,,0.29,,,0.8,1.0,,0.03,,,,,,,,0.2,,1.16,,,,,,,0.07,,,,,3.59,0.69,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,0.13,,,1.8,,,,0.11,0.04,,,,,0.45,,,,0.64,,,,,0.07,,,,,,,
                Anchaingvirus,2842373,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.13,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Andihavirus,2842377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,
                Apeevirus,2842379,,,,,,,,,,,,,,,,,0.48,1.58,0.26,0.26,0.15,1.08,1.02,0.71,0.51,0.95,,0.87,0.4,0.25,0.97,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,0.37,,,,,,,,,,,,
                Ashucavirus,2842389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
              Akonivirus,2842540,,0.12,0.1,,,,,0.11,,0.27,0.14,,0.08,0.19,,,,,0.26,0.27,,0.29,0.31,,0.21,,0.27,0.27,,0.13,0.44,,,,,,,0.16,,,0.1,0.35,,,0.32,0.14,0.32,0.21,,0.46,0.43,,0.58,,,0.67,0.46,0.59,0.33,0.46,0.62,,,,0.11,,0.22,,,,0.1,0.1,0.12,0.29,0.14,0.09,0.21,0.02,0.08,0.88,0.2,0.24,0.19,0.34,0.67,,0.17,,0.16,1.05,0.13,,0.11,,0.86,0.11,,,,,,,0.24,,,,,0.53,0.29,,0.07,0.27,0.24,0.18,0.13,0.2,,0.36
                  Aoqinvirus,2842544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,
                  Aorunvirus,2842545,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Bicehmovirus,2842550,,0.09,0.25,,0.27,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Cbunavirus,2842586,0.11,0.19,0.08,,,,,0.12,,0.16,0.23,0.21,0.16,,0.22,0.07,1.63,2.44,0.73,1.46,1.17,1.84,2.63,1.01,0.85,0.6,0.77,3.19,1.18,0.92,2.32,,,,,,,,,,,,,,,,0.3,0.37,,,0.54,,0.3,,1.16,0.69,,0.24,0.47,1.14,0.69,,0.17,0.52,0.36,0.18,,,0.17,0.2,3.49,2.88,0.22,1.46,0.1,0.15,,0.04,0.2,,0.76,0.51,1.9,0.32,1.42,,1.06,,1.17,,0.43,0.45,0.37,,0.4,0.7,0.04,1.17,,0.59,0.03,0.35,1.04,0.41,0.01,1.01,,,,,,,0.24,,,,,
                  Ceceduovirus,2842588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,
                Cehakivirus,2842589,0.08,0.07,0.11,,,,,,,0.12,0.18,0.79,1.2,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.33,0.35,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,0.06,0.14,,0.2,0.05,0.13,0.34,
                Chimpavirus,2842596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.05,,0.16,,,,,,,,0.48,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Citrovirus,2842608,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,0.12,0.21,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Claudivirus,2842609,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Dendoorenvirus,2842641,,,,0.09,,,,,,,,2.11,,3.12,,,,,,0.09,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,
                  Dongdastvirus,2842653,0.2,0.1,,,,0.52,,,,,0.23,,,,,,,,,0.11,0.2,,0.09,,0.17,,,0.09,0.12,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,0.52,,,,0.1,,,,,,,0.06,,,0.04,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,0.05,,0.09,0.07,0.04,0.15,,
                Eceepunavirus,2842661,,,,,,,,,,,,,,,,,,,0.15,0.07,,0.23,0.19,,0.09,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Emesvirus,2842664,,,,,,,,0.17,,,,,,,,,,,,,,0.15,0.27,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,
                  Enterogokushovirus,2842667,,0.08,,,2.27,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Gihfavirus,2842702,,,,,,,,0.44,,,1.25,,0.32,,,,,,,,,,,0.28,,,,,0.18,,,,,1.82,,0.58,,0.12,,0.6,,,,,,,,,20.25,3.13,,3.37,,32.76,,,,2.73,,,,,,,,,,,,,,,,,,,,0.03,,,,,0.14,,,,,,,,,18.51,1.45,3.3,1.26,3.34,1.24,,21.1,3.69,0.07,9.61,7.41,5.79,0.44,1.93,,0.81,0.32,5.8,0.37,,0.54,,,0.16,2.73,
                Gmuhndevirus,2842706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,0.3,0.83,
                  Goettingenvirus,2842707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Hagavirus,2842717,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Henunavirus,2842727,0.16,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,0.08,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Henuseptimavirus,2842728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,0.17,0.31,0.73,0.59,0.32,0.35,,,,,,,,,,,,,,,,,0.32,,,,,,,0.16,,,,,0.06,0.11,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Hihdivirus,2842731,,,,,,,,0.12,,,,,,,,,,,0.11,,,,0.12,,,,,0.62,,0.6,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.16,,0.18,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Hohrdovirus,2842736,,0.77,0.21,,2.4,2.43,0.72,0.08,,1.67,,,0.4,,,0.32,,1.9,,,,,,,0.08,0.29,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.42,,,,,,0.33,,,,,,,0.21,,0.26,0.18,,0.31,,0.36,,
                Hopescreekvirus,2842737,,,,,,,,,,,,,,,,,0.26,,0.15,0.52,,0.53,0.47,0.19,0.31,0.48,0.29,0.36,0.11,0.24,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Huelvavirus,2842739,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Icepovirus,2842751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Icumivirus,2842754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,0.31,,,0.19,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Inbricusvirus,2842758,0.15,0.15,,,0.24,,,0.05,,,0.14,0.31,,0.41,,0.06,,,,0.18,0.16,,0.16,,0.17,,,0.64,0.17,0.13,,,,,0.23,,,0.15,,,0.17,0.31,,,,0.14,,,,,,,,,,,,,0.16,,0.73,,,,0.22,,,,,,0.22,0.26,0.18,0.61,0.08,,0.62,,,,0.1,,,,,,0.15,,,,,,0.08,,,0.12,,,,,,,,,,,,,,,,,,,,,,
                Ineyimevirus,2842759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,0.64,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,
                Ishugivirus,2842767,,0.07,,0.22,,,,0.19,,0.22,,0.35,,0.19,,0.1,0.36,,,0.07,,0.29,0.74,,0.1,0.29,,3.22,,0.32,0.34,,,0.91,,,,0.11,,0.58,0.11,,,0.17,,0.18,0.18,0.47,,,0.9,,,,0.71,0.69,1.55,0.38,0.73,,0.66,,,,,,,,,,,,,,,,,0.03,,,0.55,,0.42,,,,0.12,,0.13,,,0.32,0.14,,,0.4,0.06,,,,,,,0.86,,,,,,,0.09,0.1,0.1,0.05,0.04,,,
                Ivolevirus,2842770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,
                  Kaypoctavirus,2842786,,,,,,,,,,,,,,,,,,,,0.2,,0.3,,,0.1,,,0.09,,,,,,,,0.23,,0.26,,,0.57,0.62,,0.29,,0.36,,,,,,,,,,,,,,,,,,0.22,,,,,0.2,0.15,0.11,0.28,,,0.11,,,0.03,0.22,,0.14,,,0.27,,,0.16,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
                Kehmevirus,2842790,,,,,,,,,,0.23,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,
